date,Year,Month,Day,cost,clicks,cpc,num_kw,searches,conv, , , , , , , , , , , , , , , , , , , 
2018-12-28,2018,12,28,4051.60000054,6020,0.6730232559,78177,372685.56953877,54,,,,,,,,,,,,,,,,,,,
2018-12-29,2018,12,29,3322.80999624,5011,0.6631031723,60045,290753.01184132,58,,,,,,,,,,,,,,,,,,,
2018-12-30,2018,12,30,2933.94999635,4620,0.6350541118,58840,289894.27951075,40,,,,,,,,,,,,,,,,,,,
2018-12-31,2018,12,31,3074.03999411,4962,0.6195163229,67361,322403.12285747,55,,,,,,,,,,,,,,,,,,,
2019-01-01,2019,1,1,2865.26999886,4728,0.6060215734,59143,302705.45306949,52,,,,,,,,,,,,,,,,,,,
2019-01-02,2019,1,2,4579.30000115,7291,0.6280757099,90277,438726.27053436,62,,,,,,,,,,,,,,,,,,,
2019-01-03,2019,1,3,4159.0699904,6371,0.6528127437,89020,422096.09355713,62,,,,,,,,,,,,,,,,,,,
2019-01-04,2019,1,4,3423.76999385,5602,0.6111692242,84069,387033.14620917,68,,,,,,,,,,,,,,,,,,,
2019-01-05,2019,1,5,2695.10999429,4587,0.5875539556,61231,294158.15492382,47,,,,,,,,,,,,,,,,,,,
2019-01-06,2019,1,6,2922.61999854,4855,0.6019814621,62541,309996.17867831,47,,,,,,,,,,,,,,,,,,,
2019-01-07,2019,1,7,4145.74000035,6537,0.6341961145,91981,421418.7656916,60,,,,,,,,,,,,,,,,,,,
2019-01-08,2019,1,8,4484.84999385,6824,0.6572171738,90908,417730.78787957,67,,,,,,,,,,,,,,,,,,,
2019-01-09,2019,1,9,3202.35999671,5020,0.6379203181,57294,266006.51978849,44,,,,,,,,,,,,,,,,,,,
2019-01-10,2019,1,10,2955.26999541,4554,0.6489393929,56209,257239.0442209,49,,,,,,,,,,,,,,,,,,,
2019-01-11,2019,1,11,2866.89000383,4838,0.5925775122,69874,328217.33403685,52,,,,,,,,,,,,,,,,,,,
2019-01-12,2019,1,12,4196.48999719,7567,0.5545777715,69343,345852.8336897,81,,,,,,,,,,,,,,,,,,,
2019-01-13,2019,1,13,4591.69999538,8267,0.5554251839,72586,397548.06229763,90,,,,,,,,,,,,,,,,,,,
2019-01-14,2019,1,14,6972.60999152,11783,0.5917516754,105583,548598.08651664,73,,,,,,,,,,,,,,,,,,,
2019-01-15,2019,1,15,5328.00999667,9525,0.5593711283,95756,484456.34439142,70,,,,,,,,,,,,,,,,,,,
2019-01-16,2019,1,16,4810.90999606,8679,0.554316165,90914,459015.87222328,70,,,,,,,,,,,,,,,,,,,
2019-01-17,2019,1,17,4414.28005409,8104,0.5447038566,0,447075.46312393,57,,,,,,,,,,,,,,,,,,,
2019-01-18,2019,1,18,3737.92003441,7173,0.5211097218,0,419232.82297343,48,,,,,,,,,,,,,,,,,,,
2019-01-19,2019,1,19,2365.56999969,5016,0.4716048644,0,324247.60062972,43,,,,,,,,,,,,,,,,,,,
2019-01-20,2019,1,20,2099.4400568,4478,0.4688343137,0,362370.87986727,36,,,,,,,,,,,,,,,,,,,
2019-01-21,2019,1,21,3436.68001938,6938,0.4953415998,0,451143.26142152,36,,,,,,,,,,,,,,,,,,,
2019-01-22,2019,1,22,2924.03998661,6140,0.4762280108,0,578488.02480747,37,,,,,,,,,,,,,,,,,,,
2019-01-23,2019,1,23,2442.13995743,5126,0.4764221532,0,437459.5937664,38,,,,,,,,,,,,,,,,,,,
2019-01-24,2019,1,24,2129.75001144,4682,0.4548803954,0,430569.17954405,35,,,,,,,,,,,,,,,,,,,
2019-01-25,2019,1,25,1859.63999844,4208,0.4419296574,0,384171.72802529,25,,,,,,,,,,,,,,,,,,,
2019-01-26,2019,1,26,1558.84999752,3643,0.4279028267,0,295153.19829123,23,,,,,,,,,,,,,,,,,,,
2019-01-27,2019,1,27,1384.90999985,3460,0.4002630057,0,318785.48445506,18,,,,,,,,,,,,,,,,,,,
2019-01-28,2019,1,28,2018.31998062,4611,0.437718495,0,449971.85181463,19,,,,,,,,,,,,,,,,,,,
2019-01-29,2019,1,29,1959.94001198,4187,0.4681012687,0,412885.33692401,20,,,,,,,,,,,,,,,,,,,
